Kód	Název	Id	Id nadřízené
31500000-1  	Elektrické zdroje světla a svítidla	17673	14008
31510000-4  	Elektrické žárovky 	17674	17673
31511000-1  	Uzavřené světlomety	17675	17674
31512000-8  	Halogenové žárovky s wolframovým vláknem 	17676	17674
31512100-9  	Halogenové žárovky, lineární 	17677	17676
31512200-0  	Halogenové žárovky, dvoukolíčkové	17678	17676
31512300-1  	Halogenové žárovky, dichroické 	17679	17676
31514000-2  	Výbojky	17680	17674
31515000-9  	Ultrafialové lampy 	17681	17674
31516000-6  	Infračervené lampy 	17682	17674
31517000-3  	Obloukové lampy	17683	17674
31518000-0  	Signální světla	17684	17674
31518100-1  	Širokoúhlé světlomety	17685	17684
31518200-2  	Pohotovostní osvětlovací zařízení	17686	17684
31518210-5  	Bouřkové lampy 	17687	17686
31518220-8  	Světelné tyče	17688	17686
31518300-3  	Střešní osvětlení	17689	17684
31518500-5  	Rtuťové výbojky	17690	17684
31518600-6  	Světlomety 	17691	17684
31519000-7  	Žárovky a neonové žárovky	17692	17674
31519100-8  	Žárovky	17693	17692
31519200-9  	Neonové žárovky	17694	17692
31520000-7  	Lampy a svítidla 	17695	17673
31521000-4  	Lampy	17696	17695
31521100-5  	Stolní lampy 	17697	17696
31521200-6  	Stojací lampy	17698	17696
31521300-7  	Přenosná elektrická svítidla 	17699	17696
31521310-0  	Varovná světla 	17700	17699
31521320-3  	Elektrické svítilny	17701	17699
31521330-6  	Nabíjející přenosná elektrická svítidla	17702	17699
31522000-1  	Svítidla pro vánoční stromky 	17703	17695
31523000-8  	Světelné znaky a vývěsní štíty 	17704	17695
31523100-9  	Reklamní neonová světla	17705	17704
31523200-0  	Trvalé informační tabule 	17706	17704
31523300-1  	Světelné vývěsní štíty 	16371	17704
31524000-5  	Stropní a nástěnná svítidla	16372	17695
31524100-6  	Stropní svítidla 	9100	16372
31524110-9  	Lampy pro operační sály	14027	9100
31524120-2  	Stropní světla 	14028	9100
31524200-7  	Příslušenství k nástěnným světlům	14029	16372
31524210-0  	Nástěnná světla	14030	14029
31527000-6  	Bodové reflektory	14031	17695
31527200-8  	Venkovní svítidla	14032	14031
31527210-1  	Lucerny	14033	14032
31527260-6  	Osvětlovací systémy	14034	14032
31527270-9  	Osvětlení nástupišť	14035	14032
31527300-9  	Domácí osvětlení 	14036	14031
31527400-0  	Podvodní svítidla	14037	14031
31530000-0  	Části lamp a osvětlovacího zařízení	14038	17673
31531000-7  	Žárovkové baňky	14039	14038
31531100-8  	Elektrické trubice 	14040	14039
31532000-4  	Části lamp a svítidel	14041	14038
31532100-5  	Trubicová svítidla 	14042	14041
31532110-8  	Trubicové zářivky	14043	14042
31532120-1  	Kompaktní zářivky	14044	14042
31532200-6  	Kruhová svítidla 	14045	14041
31532210-9  	Kruhové zářivky	14046	14045
31532300-7  	Kulaté žárovky 	14047	14041
31532310-0  	Kulaté kompaktní zářivky 	14048	14047
31532400-8  	Zástrčky svítidel	14049	14041
31532500-9  	Spouštěče svítidel 	14050	14041
31532510-2  	Spouštěče zářivek	14051	14050
31532600-0  	Tlumivky 	14052	14041
31532610-3  	Tlumivky pro zářivky 	14053	14052
31532700-1  	Stínidla 	14054	14041
31532800-2  	Ramena lamp	14055	14041
31532900-3  	Zářivková osvětlení	14056	14041
31532910-6  	Zářivkové trubice	14057	14056
31532920-9  	Žárovky a zářivky	14058	14056
31600000-2  	Elektrické zařízení a přístroje	14059	14008
31610000-5  	Elektrické zařízení pro motory a vozidla 	14060	14059
31611000-2  	Soupravy zapalovacích kabelů 	14061	14060
31612000-9  	Elektrické zapojení motorů 	14062	14060
31612200-1  	Spouštěče	14063	14062
31612300-2  	Elektrická signalizační zařízení pro motory	14064	14062
31612310-5  	Směrová světla 	14065	14064
31620000-8  	Zvukové a vizuální signalizační přístroje	14066	14059
31625000-3  	Poplachová zařízení na ochranu proti krádeži nebo požáru 	14067	14066
31625100-4  	Systémy pro detekci požáru 	14068	14067
31625200-5  	Systémy pro požární poplach	14069	14067
31625300-6  	Systémy pro ochranu proti krádeži	14070	14067
31630000-1  	Magnety	14071	14059
31640000-4  	Stroje, které mají individuální funkce 	14072	14059
31642000-8  	Elektronická detekční zařízení 	14073	14072
31642100-9  	Detekční zařízení pro kovová potrubí 	14074	14073
31642200-0  	Detekční zařízení pro miny 	14075	14073
31642300-1  	Detekční zařízení pro plasty 	14076	14073
31642400-2  	Detekční zařízení pro nekovové předměty	14077	14073
31642500-3  	Detekční zařízení pro dřevo	14078	14073
31643000-5  	Urychlovače částic 	14079	14072
31643100-6  	Lineární urychlovače 	14080	14079
31644000-2  	Různé přístroje pro nahrávání dat	14081	14072
31645000-9  	Hrací stroje 	14082	14072
31650000-7  	Izolační součásti	14083	14059
31651000-4  	Elektroizolační páska	14084	14083
31660000-0  	Uhlíkové elektrody 	14085	14059
31670000-3  	Elektrické součásti strojů nebo přístrojů	14086	14059
31671000-0  	Skleněné baňky a trubice pro obrazovky 	14087	14086
31671100-1  	Skleněné baňky 	14088	14087
31671200-2  	Trubice pro obrazovky	14089	14087
31680000-6  	Elektrické součásti a příslušenství	14090	14059
31681000-3  	Elektrická příslušenství 	14091	14090
31681100-4  	Elektrické kontakty	14092	14091
31681200-5  	Elektrická čerpadla	14093	14091
31681300-6  	Elektrické obvody	14094	14091
31681400-7  	Elektrické součástky 	14095	14091
31681410-0  	Elektrické materiály 	14096	14095
31681500-8  	Dobíječky	14097	14091
31682000-0  	Elektrická zařízení	14098	14090
31682100-1  	Elektrické skříně	14099	14098
31682110-4  	Kryty na elektrické skříně 	14100	14099
31682200-2  	Přístrojové desky	14101	14098
31682210-5  	Přístrojové a řídící zařízení	14102	14101
31682220-8  	Mixážní pulty	14103	14101
31682230-1  	Grafické zobrazovací panely	14104	14101
31682300-3  	Zařízení středního napětí	14105	14098
31682310-6  	Panely středního napětí	14106	14105
31682400-4  	Nadzemní elektrická zařízení 	14107	14098
31682410-7  	Nadzemní nosiče kabelů 	14108	14107
31682500-5  	Pohotovostní elektrická zařízení 	14109	14098
31682510-8  	Pohotovostní energetické systémy 	14110	14109
31682520-1  	Pohotovostní vypínací systémy	14111	14109
31682530-4  	Pohotovostní zdroje energie	14112	14109
31682540-7  	Zařízení vedlejších stanic 	14113	14109
31700000-3  	Elektronická, elektromechanická a elektrotechnická zařízení	14114	14008
31710000-6  	Elektronická zařízení	16116	14114
31711000-3  	Elektronické doplňky 	16286	16116
31711100-4  	Elektronické součásti	16287	16286
31711110-7  	Kombinované vysílače a přijímače 	16288	16287
31711120-0  	Transduktory 	16289	16287
31711130-3  	Rezistory	16290	16287
31711131-0  	Elektrické rezistory 	16291	16290
31711140-6  	Elektrody	16292	16287
31711150-9  	Elektrické kondenzátory	16293	16287
31711151-6  	Pevní kondenzátory 	16294	16293
31711152-3  	Otočné nebo dolaďovací kondenzátory	16295	16293
31711154-0  	Kondenzátorové baterie 	16296	16293
31711155-7  	Kondenzátorové sítě	16297	16293
31711200-5  	Elektronické výsledkové tabule 	16298	16286
31711300-6  	Elektronické systémy pro měření času 	16299	16286
31711310-9  	Systém pro zaznamenávání docházky	16300	16299
31711400-7  	Elektronky a trubice 	16301	16286
31711410-0  	Katodové trubice pro obrazovky 	16302	16301
31711411-7  	Elektronky do televizních kamer	16303	16302
31711420-3  	Mikrovlnné elektronky	16304	16301
31711421-0  	Magnetrony 	16305	16304
31711422-7  	Mikrovlnná zařízení	16306	16304
31711423-4  	Mikrovlnná rozhlasová zařízení 	16307	16304
31711424-1  	Klystrony	16308	16304
31711430-6  	Elektronky 	16309	16301
31711440-9  	Přijímací nebo zesilovací elektronky 	16310	16301
31711500-8  	Části elektronických sestav	16311	16286
31711510-1  	Části elektrických kondenzátorů	16312	16311
31711520-4  	Části elektrických rezistorů, reostatů a potenciometrů 	16313	16311
31711530-7  	Části elektronek 	16314	16311
31712000-0  	Mikroelektronické stroje a mikrosoustavy 	16315	16116
31712100-1  	Mikroelektronické stroje 	16316	16315
31712110-4  	Elektronické integrované obvody a mikrosestavy 	16317	16316
31712111-1  	Telefonní karty	16318	16317
31712112-8  	SIM karty	16319	16317
31712113-5  	Karty se zabudovanými elektronickými integrovanými obvody	16320	16317
31712114-2  	Integrované elektronické obvody	16321	16317
31712115-9  	Mikrosestavy 	16322	16317
31712116-6  	Mikroprocesory 	16323	16317
31712117-3  	Balíky integrovaných obvodů	16324	16317
31712118-0  	Zásuvky nebo objímky integrovaného obvodu	16325	16317
31712119-7  	Kryty integrovaných obvodů 	16326	16317
31712200-2  	Mikrosoustavy	16327	16315
31712300-3  	Plošné spoje 	16328	16315
31712310-6  	Osazené desky s plošnými spoji 	16329	16328
31712320-9  	Neosazené desky s plošnými spoji 	16330	16328
31712330-2  	Polovodiče 	16331	16328
31712331-9  	Fotoelektrický článek	16332	16331
31712332-6  	Tyristory	16333	16331
31712333-3  	Diaky	16334	16331
31712334-0  	Triaky 	16335	16331
31712335-7  	Izolace optických spojení	16336	16331
31712336-4  	Krystalové oscilátory	16337	16331
31712340-5  	Diody	16338	16328
31712341-2  	Světelné diody 	16339	16338
31712342-9  	Mikrovlnné nebo malé signalizační diody	16340	16338
31712343-6  	Zenerovy diody 	16341	16338
31712344-3  	Schottkyho diody 	16342	16338
31712345-0  	Tunelové diody 	16343	16338
31712346-7  	Diody citlivé na světlo	16344	16338
31712347-4  	Silové nebo solární diody	16345	16338
31712348-1  	Laserové diody 	16346	16338
31712349-8  	Vysokofrekvenční diody (RF)	16347	16338
31712350-8  	Tranzistory	16348	16328
31712351-5  	Fototranzistory	16349	16348
31712352-2  	Tranzistor řízený polem (FET)	16350	16348
31712353-9  	Tranzistor řízený polem (MOSFET) 	16351	16348
31712354-6  	Tranzistorové čipy 	16352	16348
31712355-3  	Bipolární Darlington nebo vysokofrekvenční (RF) tranzistory	16353	16348
31712356-0  	Tranzistory s jedním přechodem 	16354	16348
31712357-7  	Bipolární tranzistory s izolovaným hradlem (IGBT)	16355	16348
31712358-4  	Tranzistor řízený polem s přechodovým hradlem (JFET) 	16356	16348
31712359-1  	Bipolární plošné tranzistory (BJT) 	16357	16348
31712360-1  	Zamontované piezoelektrické krystaly 	16358	16328
31720000-9  	Elektromechanická zařízení 	16359	14114
31730000-2  	Elektrotechnická zařízení	16360	14114
31731000-9  	Elektrotechnické doplňky 	16361	16360
31731100-0  	Moduly 	16362	16361
32000000-3  	Rozhlas, televize, komunikace, telekomunikace a související zařízení 	16363	0
32200000-5  	Vysílací přístroje pro radiotelefonii, radiotelegrafii, rozhlasové a televizní vysílání	16364	16363
32210000-8  	Zařízení pro vysílání	16365	16364
32211000-5  	Zařízení pro produkci vysílání 	16366	16365
32220000-1  	Televizní vysílací přístroje bez přijímacího zařízení	16367	16364
32221000-8  	Radiomajáky	16368	16367
32222000-5  	Stroje pro kódování obrazového signálu 	16369	16367
32223000-2  	Přístroje pro přenos obrazu	16370	16367
32224000-9  	Přístroje pro televizní přenos 	16740	16367
32230000-4  	Přístroje pro radiotelefonní vysílání s přijímacím zařízením 	16830	16364
32231000-1  	Televizní přístroje pro uzavřené okruhy	16831	16830
32232000-8  	Zařízení pro videokonference 	16832	16830
32233000-5  	Stanice pro zesilování rozhlasových kmitočtů 	16833	16830
32234000-2  	Televizní kamery pro uzavřené okruhy 	16834	16830
32235000-9  	Sledovací systémy pro uzavřené okruhy	16835	16830
32236000-6  	Radiotelefonní přístroje 	16836	16830
32237000-3  	Přenosné vysílačky 	16837	16830
32240000-7  	Televizní kamery 	16838	16364
32250000-0  	Mobilní telefony 	16839	16364
32251000-7  	Telefony do automobilů 	16840	16839
32251100-8  	Sada hands-free	16841	16840
32252000-4  	GSM telefony 	16842	16839
32252100-5  	Hands-free mobilní telefony	16843	16842
32252110-8  	Hands-free mobilní telefony (bezdrátové) 	16844	16843
32260000-3  	Zařízení pro přenos dat	16845	16364
32270000-6  	Přístroje pro digitální přenos 	16846	16364
32300000-6  	Televizní a rozhlasové přijímače, zařízení pro nahrávání zvuku nebo videa nebo duplikační přístroje	16847	16363
32310000-9  	Rozhlasové přijímače 	16848	16847
32320000-2  	Televizní a audiovizuální přístroje	16849	16847
32321000-9  	Videoprojektory	16850	16849
32321100-0  	Filmové přístroje	16851	16850
32321200-1  	Audiovizuální přístroje	16852	16850
32321300-2  	Audiovizuální materiály	16853	16850
32322000-6  	Multimediální přístroje	16854	16849
32323000-3  	Video monitory 	16855	16849
32323100-4  	Barevné video monitory 	16856	16855
32323200-5  	Černobílé video monitory 	16857	16855
32323300-6  	Videopřístroje 	16858	16855
32323400-7  	Přehrávací videopřístroje	16859	16855
32323500-8  	Kontrolní videosystémy 	16860	16855
32324000-0  	Televize 	16861	16849
32324100-1  	Barevné televize 	16862	16861
32324200-2  	Černobílé televize 	16863	16861
32324300-3  	Televizní přístroje	16864	16861
32324310-6  	Satelitní antény 	16865	16864
32324400-4  	Televizní antény 	16866	16861
32324500-5  	Voliče kanálů	16867	16861
32324600-6  	Set-top-boxy 	16868	16861
32330000-5  	Přístroje pro nahrávání a reprodukci zvuku a obrazu	16869	16847
32331000-2  	Točny	16870	16869
32331100-3  	Gramofony	16871	16870
32331200-4  	Přehrávače kazet 	16872	16870
32331300-5  	Zvukové reprodukční přístroje	16873	16870
32331500-7  	Přístroje pro nahrávání, rekordéry 	16874	16870
32331600-8  	MP3 přehrávače 	16875	16870
32332000-9  	Magnetofony	16876	16869
32332100-0  	Diktafony	16877	16876
32332200-1  	Telefonní záznamníky 	16878	16876
32332300-2  	Přístroje pro záznam zvuku 	16879	16876
32333000-6  	Přístroje pro nahrávání a reprodukci obrazu	16880	16869
32333100-7  	Videorekordéry 	16881	16880
32333200-8  	Videokamery	16882	16880
32333300-9  	Přístroje pro reprodukci obrazu	16883	16880
32333400-0  	Videopřehrávače	16884	16880
32340000-8  	Mikrofony a reproduktory 	16885	16847
32341000-5  	Mikrofony	16886	16885
32342000-2  	Reproduktory 	16887	16885
32342100-3  	Hlavová sluchátka	16888	16887
32342200-4  	Sluchátka	16889	16887
32342300-5  	Sady mikrofonů a reproduktorů	16890	16887
32342400-6  	Akustické přístroje	16891	16887
32342410-9  	Zvukařské vybavení 	16892	16891
32342411-6  	Minireproduktory 	16893	16892
32342412-3  	Běžné reproduktory 	16894	16892
32342420-2  	Studiové míchací pulty 	16895	16891
32342430-5  	Systémy pro zhuštění řeči	16896	16891
32342440-8  	Systémy pro telefonní záznamníky 	16897	16891
32342450-1  	Přístroje pro záznam hlasu 	16898	16891
32343000-9  	Zesilovače 	16899	16885
32343100-0  	Nízkofrekvenční zesilovače 	16900	16899
32343200-1  	Megafony 	16901	16899
32344000-6  	Přijímací přístroje pro radiotelefonii a radiotelegrafii 	16902	16885
32344100-7  	Přenosné přijímače pro vyvolávání	16903	16902
32344110-0  	Systém pro hlasový záznam	16904	16903
32344200-8  	Radiopřijímače 	16905	16902
32344210-1  	Rozhlasové vybavení	16906	16905
32344220-4  	Rozhlasové volací stanice	16907	16905
32344230-7  	Radiostanice 	16908	16905
32344240-0  	Rozhlasové věže	16909	16905
32344250-3  	Rozhlasové instalace 	16910	16905
32344260-6  	Rozhlasová a multiplexní zařízení	16911	16905
32344270-9  	Radiové a telefonní řídící systémy 	16912	16905
32344280-2  	Přenosná rádia 	16913	16905
32350000-1  	Části zvukového a video zařízení 	16914	16847
32351000-8  	Příslušenství pro zvuková a video zařízení 	16915	16914
32351100-9  	Zařízení pro úpravu videozáznamů 	16916	16915
32351200-0  	Obrazovky	18151	16915
32351300-1  	Příslušenství audiosystémů 	18152	16915
